repetition, trial, tTest, response, mode_mean, mode_sd
31,11,-2.070000,1,-2.028252,0.440210
31,12,-2.090000,1,-2.091456,0.406449
31,13,-2.110000,1,-2.147610,0.384528
31,14,-2.120000,1,-2.198052,0.372107
31,15,-2.140000,1,-2.245656,0.369588
31,16,-2.150000,1,-2.290809,0.372693
31,17,-2.160000,1,-2.334413,0.379211
31,18,-2.170000,1,-2.377107,0.387242
31,19,-2.180000,1,-2.419256,0.395322
31,20,-2.190000,1,-2.460979,0.402401
31,21,-2.200000,0,-2.156051,0.155373
31,22,-2.170000,0,-2.099515,0.152787
31,23,-2.140000,0,-2.048527,0.204826
31,24,-2.100000,1,-2.068053,0.171484
31,25,-2.110000,1,-2.083755,0.144434
31,26,-2.120000,1,-2.096646,0.122873
31,27,-2.130000,0,-2.057253,0.164945
31,28,-2.100000,0,-2.005697,0.227920
31,29,-2.070000,0,-1.934854,0.313050
31,30,-2.040000,1,-1.966957,0.263230
31,31,-2.050000,1,-1.992004,0.220490
31,32,-2.050000,1,-2.011927,0.183478
31,33,-2.060000,0,-1.957048,0.255692
31,34,-2.030000,1,-1.980977,0.212877
31,35,-2.040000,1,-1.999549,0.177419
31,36,-2.050000,1,-2.014194,0.148598
31,37,-2.050000,1,-2.026110,0.124736
31,38,-2.060000,1,-2.035877,0.106022
31,39,-2.060000,0,-2.004117,0.146082
31,40,-2.040000,0,-1.962215,0.205402
32,1,-1.000000,1,-1.356632,1.241629
32,2,-1.220000,1,-1.664935,1.134353
32,3,-1.420000,1,-1.915658,1.008054
32,4,-1.610000,1,-2.116555,0.884966
32,5,-1.790000,1,-2.280174,0.775375
32,6,-1.970000,1,-2.418984,0.682096
32,7,-2.140000,1,-2.540505,0.603220
32,8,-2.300000,1,-2.649285,0.536026
32,9,-2.460000,0,-2.084610,0.491536
32,10,-2.280000,0,-1.870810,0.544943
32,11,-2.140000,1,-1.955312,0.486081
32,12,-2.180000,0,-1.781184,0.566208
32,13,-2.070000,1,-1.865166,0.504428
32,14,-2.100000,1,-1.936576,0.442841
32,15,-2.120000,1,-1.996331,0.382872
32,16,-2.140000,0,-1.859741,0.481706
32,17,-2.080000,0,-1.704772,0.576459
32,18,-2.000000,1,-1.786292,0.511494
32,19,-2.020000,1,-1.855242,0.446030
32,20,-2.040000,1,-1.911359,0.383873
32,21,-2.050000,1,-1.956799,0.325665
32,22,-2.070000,1,-1.992120,0.275298
32,23,-2.080000,1,-2.020104,0.231492
32,24,-2.080000,1,-2.042586,0.193182
32,25,-2.090000,1,-2.060411,0.161760
32,26,-2.100000,0,-2.008239,0.223592
32,27,-2.070000,1,-2.028971,0.186741
32,28,-2.080000,0,-1.972330,0.257740
32,29,-2.050000,1,-1.996807,0.215411
32,30,-2.060000,1,-2.015961,0.180164
32,31,-2.060000,1,-2.031349,0.150390
32,32,-2.070000,1,-2.043709,0.126645
32,33,-2.070000,0,-2.004233,0.177451
32,34,-2.050000,0,-1.952156,0.248376
32,35,-2.020000,1,-1.974885,0.206239
32,36,-2.030000,1,-1.992455,0.171570
32,37,-2.040000,1,-2.006286,0.143548
32,38,-2.040000,0,-1.964592,0.202462
32,39,-2.020000,1,-1.981453,0.168483
32,40,-2.020000,1,-1.994884,0.140128
33,1,-1.000000,1,-1.356632,1.241629
33,2,-1.220000,1,-1.664935,1.134353
33,3,-1.420000,1,-1.915658,1.008054
33,4,-1.610000,1,-2.116555,0.884966
33,5,-1.790000,1,-2.280174,0.775375
33,6,-1.970000,0,-1.403571,0.754751
33,7,-1.780000,1,-1.538833,0.689456
33,8,-1.830000,1,-1.655753,0.623962
33,9,-1.870000,1,-1.755874,0.563714
33,10,-1.890000,1,-1.842199,0.509757
33,11,-1.920000,1,-1.916352,0.469650
33,12,-1.930000,1,-1.980952,0.440520
33,13,-1.950000,1,-2.038938,0.425100
33,14,-1.960000,1,-2.091709,0.419300
33,15,-1.980000,1,-2.142874,0.422433
33,16,-1.990000,0,-1.888589,0.264423
33,17,-1.950000,1,-1.915261,0.228842
33,18,-1.960000,1,-1.937364,0.202515
33,19,-1.970000,1,-1.956248,0.185122
33,20,-1.980000,1,-1.973002,0.175932
33,21,-1.980000,1,-1.988189,0.172765
33,22,-1.990000,1,-2.002627,0.175531
33,23,-2.000000,1,-2.016924,0.183049
33,24,-2.000000,0,-1.955346,0.110881
33,25,-1.980000,0,-1.918998,0.142635
33,26,-1.950000,1,-1.930871,0.120595
33,27,-1.960000,1,-1.940843,0.103484
33,28,-1.960000,0,-1.906625,0.140305
33,29,-1.940000,1,-1.917869,0.118468
33,30,-1.940000,1,-1.927306,0.100926
33,31,-1.950000,1,-1.935370,0.087545
33,32,-1.960000,1,-1.942441,0.077424
33,33,-1.960000,1,-1.948758,0.069553
33,34,-1.960000,1,-1.954463,0.063495
33,35,-1.970000,1,-1.959719,0.058993
33,36,-1.970000,1,-1.964580,0.055493
33,37,-1.980000,0,-1.946366,0.061737
33,38,-1.960000,1,-1.951338,0.057290
33,39,-1.960000,1,-1.955931,0.053842
33,40,-1.970000,1,-1.960251,0.051220
34,1,-1.000000,1,-1.356632,1.241629
34,2,-1.220000,1,-1.664935,1.134353
34,3,-1.420000,1,-1.915658,1.008054
34,4,-1.610000,1,-2.116555,0.884966
34,5,-1.790000,1,-2.280174,0.775375
34,6,-1.970000,1,-2.418984,0.682096
34,7,-2.140000,0,-1.663884,0.658234
34,8,-1.960000,1,-1.775482,0.596063
34,9,-2.010000,1,-1.871939,0.537823
34,10,-2.040000,1,-1.955850,0.484282
34,11,-2.070000,0,-1.739557,0.542040
34,12,-1.990000,1,-1.815717,0.475299
34,13,-2.010000,1,-1.878756,0.410832
34,14,-2.030000,1,-1.929519,0.352044
34,15,-2.040000,0,-1.803577,0.456788
34,16,-1.990000,1,-1.860736,0.392295
34,17,-2.000000,1,-1.906720,0.332165
34,18,-2.010000,1,-1.942913,0.278546
34,19,-2.020000,1,-1.971155,0.232440
34,20,-2.030000,0,-1.894238,0.321691
34,21,-2.000000,1,-1.927454,0.270209
34,22,-2.010000,1,-1.953372,0.226058
34,23,-2.010000,1,-1.973982,0.187879
34,24,-2.020000,0,-1.916073,0.263047
34,25,-1.990000,1,-1.940730,0.218816
34,26,-2.000000,0,-1.875727,0.303857
34,27,-1.970000,1,-1.905398,0.253723
34,28,-1.980000,1,-1.928251,0.211387
34,29,-1.980000,1,-1.946282,0.175215
34,30,-1.990000,1,-1.960414,0.146079
34,31,-2.000000,1,-1.971771,0.122951
34,32,-2.000000,1,-1.981209,0.104203
34,33,-2.010000,1,-1.989168,0.089781
34,34,-2.010000,1,-1.996068,0.078420
34,35,-2.010000,0,-1.971217,0.103497
34,36,-2.000000,1,-1.978934,0.088982
34,37,-2.000000,1,-1.985607,0.077548
34,38,-2.000000,1,-1.991470,0.068688
34,39,-2.010000,1,-1.996729,0.062114
34,40,-2.010000,1,-2.001509,0.057066
35,1,-1.000000,1,-1.356632,1.241629
35,2,-1.220000,1,-1.664935,1.134353
35,3,-1.420000,1,-1.915658,1.008054
35,4,-1.610000,1,-2.116555,0.884966
35,5,-1.790000,1,-2.280174,0.775375
35,6,-1.970000,1,-2.418984,0.682096
35,7,-2.140000,0,-1.663884,0.658234
35,8,-1.960000,1,-1.775482,0.596063
35,9,-2.010000,1,-1.871939,0.537823
35,10,-2.040000,0,-1.639215,0.606086
35,11,-1.950000,1,-1.727861,0.539240
35,12,-1.970000,1,-1.803520,0.470949
35,13,-1.990000,1,-1.865571,0.405628
35,14,-2.010000,1,-1.915194,0.346615
35,15,-2.020000,0,-1.790373,0.452801
35,16,-1.970000,1,-1.846637,0.387529
35,17,-1.980000,1,-1.891569,0.327162
35,18,-2.000000,1,-1.926146,0.275511
35,19,-2.010000,1,-1.953364,0.231051
35,20,-2.010000,1,-1.975154,0.192551
35,21,-2.020000,1,-1.992441,0.161299
35,22,-2.030000,1,-2.006465,0.136479
35,23,-2.040000,1,-2.018147,0.117187
35,24,-2.040000,1,-2.028143,0.102006
35,25,-2.050000,1,-2.036872,0.090882
35,26,-2.050000,1,-2.044640,0.082682
35,27,-2.060000,1,-2.051725,0.077220
35,28,-2.060000,1,-2.058241,0.073649
35,29,-2.070000,1,-2.064395,0.071859
35,30,-2.070000,0,-2.039501,0.069068
35,31,-2.050000,1,-2.045328,0.063670
35,32,-2.060000,1,-2.050735,0.059707
35,33,-2.060000,0,-2.029624,0.067078
35,34,-2.040000,1,-2.035103,0.061532
35,35,-2.050000,0,-2.014786,0.072364
35,36,-2.030000,0,-1.991691,0.092332
35,37,-2.010000,1,-1.998708,0.080129
35,38,-2.020000,1,-2.004853,0.070966
35,39,-2.020000,1,-2.010338,0.063887
35,40,-2.030000,1,-2.015328,0.058628
36,1,-1.000000,1,-1.356632,1.241629
36,2,-1.220000,1,-1.664935,1.134353
36,3,-1.420000,1,-1.915658,1.008054
36,4,-1.610000,1,-2.116555,0.884966
36,5,-1.790000,1,-2.280174,0.775375
36,6,-1.970000,1,-2.418984,0.682096
36,7,-2.140000,0,-1.663884,0.658234
36,8,-1.960000,1,-1.775482,0.596063
36,9,-2.010000,1,-1.871939,0.537823
36,10,-2.040000,1,-1.955850,0.484282
36,11,-2.070000,1,-2.028252,0.440210
36,12,-2.090000,1,-2.091456,0.406449
36,13,-2.110000,1,-2.147610,0.384528
36,14,-2.120000,1,-2.198052,0.372107
36,15,-2.140000,1,-2.245656,0.369588
36,16,-2.150000,1,-2.290809,0.372693
36,17,-2.160000,1,-2.334413,0.379211
36,18,-2.170000,1,-2.377107,0.387242
36,19,-2.180000,1,-2.419256,0.395322
36,20,-2.190000,0,-2.137522,0.164366
36,21,-2.160000,0,-2.078104,0.179790
36,22,-2.120000,1,-2.095312,0.151926
36,23,-2.130000,1,-2.109489,0.129807
36,24,-2.140000,0,-2.064970,0.172735
36,25,-2.110000,1,-2.080687,0.145611
36,26,-2.120000,1,-2.093596,0.123931
36,27,-2.120000,1,-2.104477,0.106286
36,28,-2.130000,1,-2.113774,0.092679
36,29,-2.140000,0,-2.083388,0.119203
36,30,-2.110000,1,-2.093481,0.102155
36,31,-2.120000,0,-2.061074,0.136190
36,32,-2.100000,1,-2.072344,0.115754
36,33,-2.100000,1,-2.081839,0.099187
36,34,-2.110000,1,-2.089946,0.086439
36,35,-2.110000,1,-2.097033,0.076382
36,36,-2.120000,0,-2.073139,0.096354
36,37,-2.100000,0,-2.044455,0.128869
36,38,-2.080000,1,-2.054625,0.109340
36,39,-2.080000,1,-2.063179,0.093618
36,40,-2.090000,1,-2.070483,0.081586
37,1,-1.000000,1,-1.356632,1.241629
37,2,-1.220000,1,-1.664935,1.134353
37,3,-1.420000,1,-1.915658,1.008054
37,4,-1.610000,1,-2.116555,0.884966
37,5,-1.790000,1,-2.280174,0.775375
37,6,-1.970000,1,-2.418984,0.682096
37,7,-2.140000,1,-2.540505,0.603220
37,8,-2.300000,0,-1.885032,0.569382
37,9,-2.120000,1,-1.980328,0.512614
37,10,-2.170000,1,-2.062598,0.461241
37,11,-2.200000,1,-2.134166,0.415186
37,12,-2.230000,0,-1.945270,0.463578
37,13,-2.150000,0,-1.783545,0.552670
37,14,-2.070000,1,-1.861474,0.492106
37,15,-2.090000,1,-1.928357,0.430804
37,16,-2.110000,0,-1.785655,0.528081
37,17,-2.040000,1,-1.857991,0.464147
37,18,-2.060000,0,-1.707097,0.564855
37,19,-1.990000,1,-1.785453,0.498998
37,20,-2.010000,1,-1.850825,0.433818
37,21,-2.030000,1,-1.903506,0.372854
37,22,-2.040000,1,-1.945970,0.316366
37,23,-2.050000,0,-1.843931,0.418572
37,24,-2.010000,1,-1.893125,0.357729
37,25,-2.020000,1,-1.932238,0.302293
37,26,-2.030000,1,-1.962874,0.253650
37,27,-2.040000,1,-1.986800,0.212229
37,28,-2.040000,0,-1.919683,0.296633
37,29,-2.010000,1,-1.949184,0.247684
37,30,-2.020000,1,-1.971990,0.206364
37,31,-2.030000,0,-1.912022,0.285333
37,32,-2.000000,1,-1.939341,0.238261
37,33,-2.010000,1,-1.960467,0.198738
37,34,-2.010000,1,-1.977229,0.165106
37,35,-2.020000,1,-1.990465,0.138105
37,36,-2.020000,1,-2.001266,0.116012
37,37,-2.030000,1,-2.010187,0.098871
37,38,-2.030000,1,-2.017781,0.085277
37,39,-2.040000,0,-1.992490,0.113046
37,40,-2.020000,0,-1.960444,0.157125
38,1,-1.000000,1,-1.356632,1.241629
38,2,-1.220000,1,-1.664935,1.134353
38,3,-1.420000,1,-1.915658,1.008054
38,4,-1.610000,1,-2.116555,0.884966
38,5,-1.790000,1,-2.280174,0.775375
38,6,-1.970000,1,-2.418984,0.682096
38,7,-2.140000,1,-2.540505,0.603220
38,8,-2.300000,1,-2.649285,0.536026
38,9,-2.460000,1,-2.749366,0.478432
38,10,-2.610000,0,-2.260834,0.430817
38,11,-2.440000,1,-2.335151,0.389619
38,12,-2.480000,1,-2.400453,0.351158
38,13,-2.520000,0,-2.240773,0.388709
38,14,-2.430000,0,-2.099647,0.448111
38,15,-2.320000,1,-2.167555,0.398137
38,16,-2.360000,1,-2.224297,0.351340
38,17,-2.380000,1,-2.272385,0.306371
38,18,-2.390000,1,-2.312789,0.263613
38,19,-2.410000,0,-2.215239,0.334046
38,20,-2.360000,1,-2.258342,0.289453
38,21,-2.370000,1,-2.293994,0.248070
38,22,-2.380000,0,-2.204317,0.321469
38,23,-2.340000,0,-2.097830,0.398661
38,24,-2.280000,1,-2.150845,0.347605
38,25,-2.300000,1,-2.194207,0.300223
38,26,-2.310000,1,-2.229711,0.256475
38,27,-2.320000,0,-2.142736,0.334364
38,28,-2.280000,0,-2.033640,0.418211
38,29,-2.230000,1,-2.087716,0.365452
38,30,-2.240000,0,-1.967736,0.453514
38,31,-2.190000,1,-2.026991,0.398899
38,32,-2.200000,1,-2.077214,0.344998
38,33,-2.210000,1,-2.118315,0.294397
38,34,-2.230000,1,-2.150554,0.250491
38,35,-2.230000,1,-2.176759,0.210753
38,36,-2.240000,0,-2.108018,0.285430
38,37,-2.210000,1,-2.138569,0.241561
38,38,-2.220000,1,-2.162751,0.203680
38,39,-2.220000,1,-2.182213,0.170691
38,40,-2.230000,1,-2.197669,0.143707
39,1,-1.000000,1,-1.356632,1.241629
39,2,-1.220000,1,-1.664935,1.134353
39,3,-1.420000,1,-1.915658,1.008054
39,4,-1.610000,1,-2.116555,0.884966
39,5,-1.790000,1,-2.280174,0.775375
39,6,-1.970000,1,-2.418984,0.682096
39,7,-2.140000,1,-2.540505,0.603220
39,8,-2.300000,1,-2.649285,0.536026
39,9,-2.460000,0,-2.084610,0.491536
39,10,-2.280000,1,-2.167687,0.442080
39,11,-2.330000,0,-1.975845,0.493705
39,12,-2.220000,1,-2.049774,0.439391
39,13,-2.250000,0,-1.893812,0.516947
39,14,-2.150000,0,-1.720246,0.595776
39,15,-2.030000,1,-1.810287,0.532325
39,16,-2.070000,0,-1.635612,0.619534
39,17,-1.960000,0,-1.429787,0.704100
39,18,-1.830000,1,-1.542259,0.635422
39,19,-1.870000,1,-1.637266,0.564036
39,20,-1.900000,1,-1.715862,0.493059
39,21,-1.920000,1,-1.780084,0.424512
39,22,-1.930000,1,-1.832099,0.359597
39,23,-1.950000,1,-1.872504,0.302960
39,24,-1.960000,0,-1.769105,0.408650
39,25,-1.920000,0,-1.638254,0.524073
39,26,-1.870000,1,-1.705320,0.453401
39,27,-1.880000,0,-1.556971,0.575312
39,28,-1.830000,1,-1.633984,0.502081
39,29,-1.840000,1,-1.696905,0.429862
39,30,-1.860000,1,-1.745365,0.364934
39,31,-1.860000,1,-1.783910,0.304723
39,32,-1.870000,1,-1.813316,0.252967
39,33,-1.880000,1,-1.835824,0.209697
39,34,-1.890000,1,-1.853293,0.174290
39,35,-1.890000,1,-1.867279,0.144849
39,36,-1.900000,1,-1.878560,0.121687
39,37,-1.900000,1,-1.887962,0.103109
39,38,-1.910000,1,-1.895954,0.088964
39,39,-1.910000,1,-1.902918,0.077955
39,40,-1.920000,1,-1.909126,0.069784
40,1,-1.000000,1,-1.356632,1.241629
40,2,-1.220000,1,-1.664935,1.134353
40,3,-1.420000,1,-1.915658,1.008054
40,4,-1.610000,1,-2.116555,0.884966
40,5,-1.790000,1,-2.280174,0.775375
40,6,-1.970000,1,-2.418984,0.682096
40,7,-2.140000,1,-2.540505,0.603220
40,8,-2.300000,1,-2.649285,0.536026
40,9,-2.460000,0,-2.084610,0.491536
40,10,-2.280000,1,-2.167687,0.442080
40,11,-2.330000,1,-2.239578,0.397959
40,12,-2.360000,1,-2.302246,0.358633
40,13,-2.390000,1,-2.356672,0.326831
40,14,-2.410000,1,-2.404513,0.302570
40,15,-2.430000,0,-2.252613,0.308604
40,16,-2.370000,0,-2.136955,0.382334
40,17,-2.310000,0,-2.007763,0.459056
40,18,-2.240000,0,-1.864297,0.532556
40,19,-2.140000,0,-1.693912,0.607947
40,20,-2.010000,1,-1.786960,0.543330
40,21,-2.050000,1,-1.865202,0.479468
40,22,-2.080000,0,-1.705306,0.574338
40,23,-2.000000,1,-1.786165,0.509993
40,24,-2.020000,1,-1.854795,0.445200
40,25,-2.040000,1,-1.910921,0.383637
40,26,-2.050000,1,-1.956612,0.325892
40,27,-2.060000,1,-1.992969,0.274081
40,28,-2.070000,1,-2.021609,0.229266
40,29,-2.080000,1,-2.044214,0.191641
40,30,-2.090000,1,-2.062270,0.160810
40,31,-2.100000,0,-2.008416,0.221565
40,32,-2.070000,1,-2.029140,0.185361
40,33,-2.080000,0,-1.972229,0.254910
40,34,-2.050000,1,-1.996453,0.213347
40,35,-2.050000,1,-2.015766,0.177553
40,36,-2.060000,1,-2.031032,0.148544
40,37,-2.070000,1,-2.043375,0.125418
40,38,-2.070000,1,-2.053659,0.106630
40,39,-2.080000,1,-2.062350,0.092154
40,40,-2.080000,1,-2.069883,0.080748
41,1,-1.000000,1,-1.356632,1.241629
41,2,-1.220000,1,-1.664935,1.134353
41,3,-1.420000,1,-1.915658,1.008054
41,4,-1.610000,1,-2.116555,0.884966
41,5,-1.790000,1,-2.280174,0.775375
41,6,-1.970000,1,-2.418984,0.682096
41,7,-2.140000,1,-2.540505,0.603220
41,8,-2.300000,1,-2.649285,0.536026
41,9,-2.460000,1,-2.749366,0.478432
41,10,-2.610000,0,-2.260834,0.430817
41,11,-2.440000,1,-2.335151,0.389619
41,12,-2.480000,0,-2.157312,0.431453
41,13,-2.370000,1,-2.223838,0.384541
41,14,-2.400000,0,-2.079867,0.449650
41,15,-2.300000,1,-2.146821,0.398731
41,16,-2.330000,0,-2.005616,0.471838
41,17,-2.240000,1,-2.073916,0.418354
41,18,-2.270000,0,-1.934495,0.495509
41,19,-2.180000,1,-2.005475,0.438802
41,20,-2.210000,0,-1.862118,0.521359
41,21,-2.130000,1,-1.935085,0.463546
41,22,-2.150000,1,-1.997569,0.405593
41,23,-2.170000,1,-2.049164,0.350591
41,24,-2.180000,0,-1.928600,0.445724
41,25,-2.130000,1,-1.985846,0.387870
41,26,-2.140000,1,-2.033312,0.332308
41,27,-2.150000,1,-2.071543,0.281406
41,28,-2.160000,1,-2.101827,0.236583
41,29,-2.170000,0,-2.022332,0.321073
41,30,-2.140000,1,-2.057369,0.272319
41,31,-2.150000,1,-2.085149,0.229641
41,32,-2.150000,0,-2.010103,0.314163
41,33,-2.120000,1,-2.043657,0.265229
41,34,-2.130000,1,-2.070006,0.222815
41,35,-2.140000,1,-2.090717,0.187033
41,36,-2.140000,1,-2.107376,0.156464
41,37,-2.150000,0,-2.060308,0.216098
41,38,-2.120000,1,-2.080062,0.180250
41,39,-2.130000,1,-2.095598,0.150967
41,40,-2.130000,1,-2.108178,0.126654
42,1,-1.000000,1,-1.356632,1.241629
42,2,-1.220000,1,-1.664935,1.134353
42,3,-1.420000,1,-1.915658,1.008054
42,4,-1.610000,1,-2.116555,0.884966
42,5,-1.790000,1,-2.280174,0.775375
42,6,-1.970000,1,-2.418984,0.682096
42,7,-2.140000,1,-2.540505,0.603220
42,8,-2.300000,1,-2.649285,0.536026
42,9,-2.460000,0,-2.084610,0.491536
42,10,-2.280000,1,-2.167687,0.442080
42,11,-2.330000,1,-2.239578,0.397959
42,12,-2.360000,1,-2.302246,0.358633
42,13,-2.390000,1,-2.356672,0.326831
42,14,-2.410000,1,-2.404513,0.302570
42,15,-2.430000,1,-2.447289,0.286675
42,16,-2.440000,0,-2.294550,0.271376
42,17,-2.390000,0,-2.191644,0.341041
42,18,-2.330000,0,-2.068685,0.421430
42,19,-2.270000,1,-2.125907,0.370099
42,20,-2.290000,0,-2.004417,0.449786
42,21,-2.220000,1,-2.065970,0.395327
42,22,-2.240000,0,-1.935498,0.480271
42,23,-2.170000,1,-2.001516,0.423294
42,24,-2.190000,1,-2.056825,0.367919
42,25,-2.210000,0,-1.938274,0.456488
42,26,-2.150000,1,-1.998405,0.398803
42,27,-2.170000,1,-2.047630,0.344562
42,28,-2.180000,0,-1.935466,0.437813
42,29,-2.130000,0,-1.797402,0.531654
42,30,-2.070000,1,-1.868746,0.471302
42,31,-2.080000,1,-1.930178,0.409605
42,32,-2.100000,1,-1.979749,0.352157
42,33,-2.110000,0,-1.866266,0.452317
42,34,-2.060000,0,-1.721124,0.555088
42,35,-2.000000,1,-1.796461,0.490227
42,36,-2.020000,0,-1.645241,0.590785
42,37,-1.950000,1,-1.727591,0.523785
42,38,-1.970000,0,-1.562085,0.627316
42,39,-1.900000,1,-1.651068,0.559684
42,40,-1.920000,1,-1.726373,0.490396
43,1,-1.000000,1,-1.356632,1.241629
43,2,-1.220000,1,-1.664935,1.134353
43,3,-1.420000,1,-1.915658,1.008054
43,4,-1.610000,1,-2.116555,0.884966
43,5,-1.790000,0,-1.095456,0.842021
43,6,-1.600000,1,-1.256613,0.787781
43,7,-1.660000,1,-1.398183,0.728125
43,8,-1.690000,1,-1.523872,0.664768
43,9,-1.720000,1,-1.632343,0.606595
43,10,-1.740000,1,-1.725900,0.557679
43,11,-1.760000,1,-1.807116,0.522494
43,12,-1.770000,1,-1.878224,0.499644
43,13,-1.790000,1,-1.943389,0.490520
43,14,-1.800000,1,-2.003647,0.489643
43,15,-1.810000,1,-2.060505,0.493928
43,16,-1.820000,1,-2.115009,0.500614
43,17,-1.830000,1,-2.167756,0.507594
43,18,-1.840000,1,-2.218963,0.513432
43,19,-1.850000,1,-2.268556,0.517260
43,20,-1.860000,0,-1.828376,0.198713
43,21,-1.830000,1,-1.845007,0.201212
43,22,-1.840000,1,-1.861448,0.209539
43,23,-1.840000,1,-1.877653,0.220993
43,24,-1.850000,1,-1.894658,0.236011
43,25,-1.860000,1,-1.913025,0.253990
43,26,-1.860000,1,-1.932159,0.272762
43,27,-1.870000,1,-1.953435,0.293625
43,28,-1.870000,1,-1.975853,0.314412
43,29,-1.880000,1,-2.001096,0.336621
43,30,-1.880000,1,-2.027668,0.357970
43,31,-1.890000,1,-2.057566,0.379963
43,32,-1.890000,0,-1.871707,0.097366
43,33,-1.870000,1,-1.878170,0.102782
43,34,-1.880000,1,-1.884815,0.109651
43,35,-1.880000,1,-1.891516,0.117304
43,36,-1.890000,1,-1.898618,0.126516
43,37,-1.890000,1,-1.905956,0.136507
43,38,-1.890000,1,-1.913577,0.147206
43,39,-1.900000,1,-1.921994,0.159672
43,40,-1.900000,1,-1.930932,0.172867
44,1,-1.000000,1,-1.356632,1.241629
44,2,-1.220000,1,-1.664935,1.134353
44,3,-1.420000,1,-1.915658,1.008054
44,4,-1.610000,1,-2.116555,0.884966
44,5,-1.790000,1,-2.280174,0.775375
44,6,-1.970000,1,-2.418984,0.682096
44,7,-2.140000,0,-1.663884,0.658234
44,8,-1.960000,1,-1.775482,0.596063
44,9,-2.010000,0,-1.532930,0.662664
44,10,-1.890000,1,-1.635738,0.594171
44,11,-1.930000,1,-1.721670,0.525692
44,12,-1.950000,0,-1.538747,0.632452
44,13,-1.870000,1,-1.630870,0.561955
44,14,-1.890000,1,-1.708363,0.489869
44,15,-1.910000,1,-1.770944,0.420875
44,16,-1.920000,1,-1.821165,0.356054
44,17,-1.940000,1,-1.859830,0.299906
44,18,-1.950000,0,-1.763634,0.403654
44,19,-1.910000,1,-1.808967,0.341588
44,20,-1.920000,1,-1.844362,0.286486
44,21,-1.930000,1,-1.871823,0.239158
44,22,-1.930000,0,-1.795325,0.335851
44,23,-1.900000,1,-1.829372,0.280453
44,24,-1.910000,1,-1.855493,0.233257
44,25,-1.920000,1,-1.875673,0.194030
44,26,-1.920000,1,-1.891708,0.160964
44,27,-1.930000,1,-1.904461,0.134636
44,28,-1.930000,1,-1.914946,0.113278
44,29,-1.940000,1,-1.923710,0.096848
44,30,-1.940000,1,-1.931243,0.083938
44,31,-1.950000,1,-1.937863,0.074284
44,32,-1.950000,1,-1.943783,0.066868
44,33,-1.960000,1,-1.949192,0.061401
44,34,-1.960000,1,-1.954169,0.057210
44,35,-1.970000,1,-1.958836,0.054090
44,36,-1.970000,1,-1.963214,0.051637
44,37,-1.970000,1,-1.967339,0.049679
44,38,-1.980000,1,-1.971297,0.048140
44,39,-1.980000,1,-1.975068,0.046849
44,40,-1.980000,1,-1.978668,0.045745
45,1,-1.000000,1,-1.356632,1.241629
45,2,-1.220000,1,-1.664935,1.134353
45,3,-1.420000,1,-1.915658,1.008054
45,4,-1.610000,1,-2.116555,0.884966
45,5,-1.790000,1,-2.280174,0.775375
45,6,-1.970000,1,-2.418984,0.682096
45,7,-2.140000,1,-2.540505,0.603220
45,8,-2.300000,0,-1.885032,0.569382
45,9,-2.120000,1,-1.980328,0.512614
45,10,-2.170000,0,-1.765535,0.574095
45,11,-2.060000,1,-1.850944,0.512514
45,12,-2.090000,0,-1.676316,0.601110
45,13,-1.990000,1,-1.764764,0.535986
45,14,-2.020000,1,-1.839357,0.470884
45,15,-2.040000,0,-1.680570,0.573948
45,16,-1.970000,1,-1.760370,0.507606
45,17,-1.990000,1,-1.827127,0.441727
45,18,-2.000000,1,-1.882243,0.377655
45,19,-2.020000,1,-1.925443,0.320511
45,20,-2.030000,1,-1.959677,0.269643
45,21,-2.040000,0,-1.872977,0.364237
45,22,-2.000000,1,-1.913202,0.307425
45,23,-2.010000,1,-1.944656,0.257564
45,24,-2.020000,0,-1.864923,0.351081
45,25,-1.980000,1,-1.902639,0.294539
45,26,-1.990000,1,-1.931766,0.245587
45,27,-2.000000,1,-1.954273,0.204406
45,28,-2.010000,0,-1.894322,0.283617
45,29,-1.980000,1,-1.921287,0.236546
45,30,-1.990000,0,-1.853030,0.325334
45,31,-1.960000,1,-1.885398,0.272602
45,32,-1.970000,0,-1.807272,0.369918
45,33,-1.940000,1,-1.845890,0.312114
45,34,-1.940000,1,-1.876347,0.259846
45,35,-1.950000,1,-1.899573,0.215777
45,36,-1.960000,1,-1.917457,0.179440
45,37,-1.960000,0,-1.866094,0.254986
45,38,-1.940000,1,-1.888343,0.211881
45,39,-1.940000,1,-1.905753,0.175172
45,40,-1.950000,1,-1.919285,0.145669
46,1,-1.000000,1,-1.356632,1.241629
46,2,-1.220000,1,-1.664935,1.134353
46,3,-1.420000,1,-1.915658,1.008054
46,4,-1.610000,1,-2.116555,0.884966
46,5,-1.790000,1,-2.280174,0.775375
46,6,-1.970000,0,-1.403571,0.754751
46,7,-1.780000,1,-1.538833,0.689456
46,8,-1.830000,1,-1.655753,0.623962
46,9,-1.870000,1,-1.755874,0.563714
46,10,-1.890000,1,-1.842199,0.509757
46,11,-1.920000,1,-1.916352,0.469650
46,12,-1.930000,1,-1.980952,0.440520
46,13,-1.950000,1,-2.038938,0.425100
46,14,-1.960000,1,-2.091709,0.419300
46,15,-1.980000,1,-2.142874,0.422433
46,16,-1.990000,1,-2.192215,0.429567
46,17,-2.000000,1,-2.240435,0.438406
