repetition, trial, tTest, response, quantile_mean, quantile_sd
46,16,-2.169856,0,-2.079620,0.205728
46,17,-2.088319,1,-2.102244,0.174256
46,18,-2.105116,0,-2.018192,0.236637
46,19,-2.040021,0,-1.903617,0.350102
46,20,-1.959668,1,-1.945904,0.284716
46,21,-1.982020,1,-1.976870,0.231437
46,22,-1.999402,0,-1.872767,0.346392
46,23,-1.930391,1,-1.913092,0.280958
46,24,-1.950095,1,-1.942312,0.228016
46,25,-1.965374,1,-1.963995,0.186355
46,26,-1.978060,1,-1.980686,0.153279
46,27,-1.988788,1,-1.993913,0.127540
46,28,-1.998091,0,-1.944806,0.185304
46,29,-1.959989,1,-1.960773,0.151765
46,30,-1.969793,1,-1.973304,0.125726
46,31,-1.978281,1,-1.983484,0.105829
46,32,-1.985846,1,-1.992041,0.090830
46,33,-1.992762,1,-1.999386,0.079323
46,34,-1.999030,1,-2.005894,0.070873
46,35,-2.004766,1,-2.011706,0.064497
46,36,-2.010188,1,-2.017057,0.059829
46,37,-2.015142,1,-2.022055,0.056361
46,38,-2.020036,1,-2.026698,0.053648
46,39,-2.024453,1,-2.031036,0.051484
46,40,-2.028747,1,-2.035192,0.049773
47,1,-0.647661,1,-1.323926,1.216125
47,2,-1.106588,1,-1.620842,1.117931
47,3,-1.474511,1,-1.884288,1.012953
47,4,-1.776842,1,-2.115703,0.908826
47,5,-2.034154,0,-1.260726,0.814228
47,6,-1.397610,1,-1.443095,0.702796
47,7,-1.562178,1,-1.582147,0.598809
47,8,-1.661545,1,-1.687207,0.508732
47,9,-1.731399,1,-1.767418,0.435381
47,10,-1.783654,1,-1.829960,0.378778
47,11,-1.824495,1,-1.880218,0.338221
47,12,-1.857870,1,-1.922666,0.312936
47,13,-1.886651,1,-1.959975,0.299708
47,14,-1.912027,1,-1.993543,0.295170
47,15,-1.934513,1,-2.024909,0.297436
47,16,-1.954907,1,-2.055346,0.304841
47,17,-1.973789,1,-2.085933,0.316093
47,18,-1.991625,1,-2.117625,0.330240
47,19,-2.008782,1,-2.151300,0.346546
47,20,-2.025620,1,-2.187782,0.364340
47,21,-2.042530,1,-2.225574,0.381368
47,22,-2.059260,1,-2.267099,0.398514
47,23,-2.076819,1,-2.312766,0.414821
47,24,-2.095910,1,-2.362636,0.429134
47,25,-2.117672,1,-2.416263,0.440182
47,26,-2.144537,1,-2.472581,0.446782
47,27,-2.183244,1,-2.535653,0.448512
47,28,-2.278546,1,-2.616733,0.443142
47,29,-2.438129,0,-2.183583,0.168924
47,30,-2.126894,1,-2.203324,0.173529
47,31,-2.142410,0,-2.090478,0.083392
47,32,-2.080205,1,-2.099341,0.082674
47,33,-2.088570,0,-2.058032,0.070313
47,34,-2.053210,0,-2.022462,0.071646
47,35,-2.019088,1,-2.029950,0.068169
47,36,-2.026522,0,-1.998148,0.072027
47,37,-1.995603,1,-2.005552,0.068001
47,38,-2.002929,0,-1.973181,0.074326
47,39,-1.971495,1,-1.980604,0.069274
47,40,-1.978671,1,-1.987416,0.065258
48,1,-0.647661,1,-1.323926,1.216125
48,2,-1.106588,1,-1.620842,1.117931
48,3,-1.474511,1,-1.884288,1.012953
48,4,-1.776842,1,-2.115703,0.908826
48,5,-2.034154,1,-2.316118,0.807871
48,6,-2.251309,0,-1.570543,0.764691
48,7,-1.701399,1,-1.732123,0.653104
48,8,-1.839889,1,-1.854700,0.552699
48,9,-1.925211,1,-1.947363,0.467674
48,10,-1.985961,1,-2.018421,0.398676
48,11,-2.032269,0,-1.756993,0.514431
48,12,-1.867063,1,-1.837287,0.423537
48,13,-1.909825,1,-1.895248,0.346675
48,14,-1.939986,1,-1.937641,0.283956
48,15,-1.963095,1,-1.969409,0.233734
48,16,-1.981829,1,-1.993949,0.195081
48,17,-1.997693,1,-2.013711,0.166477
48,18,-2.011685,1,-2.030150,0.145539
48,19,-2.024068,1,-2.044278,0.131074
48,20,-2.035283,0,-1.984880,0.151759
48,21,-1.989912,1,-1.998691,0.127524
48,22,-2.000187,1,-2.010206,0.109181
48,23,-2.009398,1,-2.020112,0.095557
48,24,-2.017778,1,-2.028872,0.085610
48,25,-2.025539,1,-2.036805,0.078460
48,26,-2.032828,1,-2.043991,0.073189
48,27,-2.039588,0,-2.012388,0.081240
48,28,-2.010897,1,-2.019468,0.073202
48,29,-2.017294,1,-2.025926,0.067304
48,30,-2.023343,1,-2.031810,0.062805
48,31,-2.028997,1,-2.037325,0.059456
48,32,-2.034292,0,-2.012380,0.065394
48,33,-2.010704,1,-2.017893,0.060695
48,34,-2.015858,1,-2.023039,0.057190
48,35,-2.020890,1,-2.027815,0.054435
48,36,-2.025480,1,-2.032356,0.052294
48,37,-2.030045,0,-2.012484,0.055689
48,38,-2.010850,1,-2.016998,0.052878
48,39,-2.015162,1,-2.021281,0.050703
48,40,-2.019446,1,-2.025307,0.048916
49,1,-0.647661,1,-1.323926,1.216125
49,2,-1.106588,1,-1.620842,1.117931
49,3,-1.474511,1,-1.884288,1.012953
49,4,-1.776842,1,-2.115703,0.908826
49,5,-2.034154,1,-2.316118,0.807871
49,6,-2.251309,1,-2.489290,0.713671
49,7,-2.437984,0,-1.842333,0.703598
49,8,-1.958917,1,-1.983644,0.597128
49,9,-2.075849,1,-2.090881,0.503524
49,10,-2.150627,1,-2.172133,0.423798
49,11,-2.203661,1,-2.234353,0.359045
49,12,-2.244262,1,-2.283141,0.309188
49,13,-2.277062,1,-2.323087,0.273851
49,14,-2.305085,0,-2.164698,0.319105
49,15,-2.202602,1,-2.203924,0.261580
49,16,-2.226246,0,-2.071066,0.378037
49,17,-2.136352,1,-2.119279,0.308524
49,18,-2.161545,0,-1.960978,0.457335
49,19,-2.062088,1,-2.025675,0.373105
49,20,-2.092984,1,-2.071540,0.302642
49,21,-2.114617,0,-1.921250,0.456112
49,22,-2.025406,0,-1.665998,0.637868
49,23,-1.845466,1,-1.783744,0.530633
49,24,-1.918618,1,-1.866697,0.435804
49,25,-1.959043,0,-1.620677,0.620287
49,26,-1.798564,1,-1.731666,0.514315
49,27,-1.860400,1,-1.809433,0.421199
49,28,-1.895590,1,-1.863768,0.343154
49,29,-1.919601,1,-1.902613,0.278000
49,30,-1.937392,1,-1.930703,0.225657
49,31,-1.951691,1,-1.951670,0.183565
49,32,-1.963522,1,-1.967745,0.150534
49,33,-1.973718,1,-1.980504,0.125139
49,34,-1.982741,0,-1.930374,0.183732
49,35,-1.944243,1,-1.945748,0.149881
49,36,-1.953445,1,-1.957777,0.123831
49,37,-1.961579,1,-1.967563,0.104108
49,38,-1.968886,0,-1.929652,0.148847
49,39,-1.938312,1,-1.941160,0.122916
49,40,-1.945826,1,-1.950488,0.103181
