repetition, trial, tTest, response, mean_mean, mean_sd
16,5,-2.194634,0,-1.371991,0.887522
16,6,-1.371991,1,-1.566999,0.745941
16,7,-1.566999,1,-1.709634,0.617506
16,8,-1.709634,1,-1.814317,0.511488
16,9,-1.814317,1,-1.893180,0.428550
16,10,-1.893180,1,-1.955140,0.366922
16,11,-1.955140,1,-2.006415,0.324192
16,12,-2.006415,1,-2.050492,0.296009
16,13,-2.050492,1,-2.089824,0.279655
16,14,-2.089824,0,-1.946858,0.255040
16,15,-1.946858,1,-1.977570,0.211846
16,16,-1.977570,1,-2.002156,0.179025
16,17,-2.002156,1,-2.022338,0.154164
16,18,-2.022338,1,-2.039412,0.135991
16,19,-2.039412,1,-2.054310,0.123296
16,20,-2.054310,1,-2.067466,0.114550
16,21,-2.067466,1,-2.079553,0.109492
16,22,-2.079553,1,-2.090724,0.107004
16,23,-2.090724,1,-2.101227,0.106646
16,24,-2.101227,1,-2.111269,0.108098
16,25,-2.111269,1,-2.121029,0.111153
16,26,-2.121029,0,-2.079343,0.075894
16,27,-2.079343,0,-2.044519,0.083205
16,28,-2.044519,1,-2.052705,0.075917
16,29,-2.052705,1,-2.060116,0.070352
16,30,-2.060116,1,-2.066918,0.066056
16,31,-2.066918,1,-2.073237,0.062686
16,32,-2.073237,0,-2.045891,0.067994
16,33,-2.045891,1,-2.052252,0.063642
16,34,-2.052252,1,-2.058061,0.060131
16,35,-2.058061,0,-2.033724,0.066016
16,36,-2.033724,1,-2.039635,0.061570
16,37,-2.039635,1,-2.045099,0.058122
16,38,-2.045099,1,-2.050203,0.055395
16,39,-2.050203,1,-2.054942,0.053120
16,40,-2.054942,0,-2.033872,0.056952
17,1,-1.000000,1,-1.356632,1.241629
17,2,-1.356632,1,-1.677173,1.147428
17,3,-1.677173,1,-1.955802,1.037306
17,4,-1.955802,1,-2.194634,0.924403
17,5,-2.194634,1,-2.397219,0.814421
17,6,-2.397219,0,-1.694514,0.824371
17,7,-1.694514,1,-1.861512,0.682553
17,8,-1.861512,1,-1.982835,0.559974
17,9,-1.982835,1,-2.072013,0.461301
17,10,-2.072013,1,-2.139810,0.385528
17,11,-2.139810,1,-2.193613,0.329445
17,12,-2.193613,0,-1.985259,0.417042
17,13,-1.985259,1,-2.040188,0.333173
17,14,-2.040188,1,-2.079812,0.268858
17,15,-2.079812,0,-1.922409,0.409209
17,16,-1.922409,1,-1.973330,0.321653
17,17,-1.973330,1,-2.008537,0.255489
17,18,-2.008537,1,-2.034169,0.206265
17,19,-2.034169,0,-1.931304,0.322544
17,20,-1.931304,1,-1.965272,0.254392
17,21,-1.965272,1,-1.989315,0.203952
17,22,-1.989315,1,-2.007287,0.165525
17,23,-2.007287,1,-2.021381,0.136733
17,24,-2.021381,1,-2.032881,0.114847
17,25,-2.032881,0,-1.986145,0.165342
17,26,-1.986145,1,-1.999481,0.135691
17,27,-1.999481,1,-2.010212,0.113114
17,28,-2.010212,1,-2.019172,0.096178
17,29,-2.019172,1,-2.026908,0.083630
17,30,-2.026908,1,-2.033779,0.074417
17,31,-2.033779,1,-2.039930,0.067476
17,32,-2.039930,1,-2.045606,0.062427
17,33,-2.045606,1,-2.050919,0.058716
17,34,-2.050919,0,-2.028186,0.065804
17,35,-2.028186,0,-2.004220,0.081243
17,36,-2.004220,1,-2.010333,0.071372
17,37,-2.010333,1,-2.015824,0.064197
17,38,-2.015824,1,-2.020857,0.058969
17,39,-2.020857,1,-2.025476,0.055006
17,40,-2.025476,0,-2.006449,0.062940
18,1,-1.000000,1,-1.356632,1.241629
18,2,-1.356632,1,-1.677173,1.147428
18,3,-1.677173,1,-1.955802,1.037306
18,4,-1.955802,1,-2.194634,0.924403
18,5,-2.194634,0,-1.371991,0.887522
18,6,-1.371991,1,-1.566999,0.745941
18,7,-1.566999,1,-1.709634,0.617506
18,8,-1.709634,1,-1.814317,0.511488
18,9,-1.814317,1,-1.893180,0.428550
18,10,-1.893180,1,-1.955140,0.366922
18,11,-1.955140,1,-2.006415,0.324192
18,12,-2.006415,1,-2.050492,0.296009
18,13,-2.050492,0,-1.888653,0.306272
18,14,-1.888653,1,-1.926293,0.250158
18,15,-1.926293,1,-1.955461,0.207751
18,16,-1.955461,1,-1.978892,0.175901
18,17,-1.978892,1,-1.998270,0.152046
18,18,-1.998270,0,-1.922289,0.196774
18,19,-1.922289,1,-1.942524,0.162382
18,20,-1.942524,1,-1.958766,0.136281
18,21,-1.958766,1,-1.972289,0.116780
18,22,-1.972289,1,-1.983802,0.101969
18,23,-1.983802,1,-1.993841,0.090878
18,24,-1.993841,1,-2.002785,0.082657
18,25,-2.002785,1,-2.010906,0.076602
18,26,-2.010906,0,-1.976515,0.086366
18,27,-1.976515,1,-1.984639,0.077867
18,28,-1.984639,1,-1.991873,0.071283
18,29,-1.991873,1,-1.998491,0.066336
18,30,-1.998491,0,-1.970844,0.075187
18,31,-1.970844,1,-1.977577,0.068623
18,32,-1.977577,1,-1.983726,0.063686
18,33,-1.983726,1,-1.989333,0.059809
18,34,-1.989333,1,-1.994575,0.056817
18,35,-1.994575,1,-1.999436,0.054379
18,36,-1.999436,1,-2.004056,0.052417
18,37,-2.004056,0,-1.983554,0.055255
18,38,-1.983554,1,-1.988156,0.052785
18,39,-1.988156,1,-1.992520,0.050805
18,40,-1.992520,1,-1.996616,0.049126
19,1,-1.000000,1,-1.356632,1.241629
19,2,-1.356632,1,-1.677173,1.147428
19,3,-1.677173,1,-1.955802,1.037306
19,4,-1.955802,1,-2.194634,0.924403
19,5,-2.194634,0,-1.371991,0.887522
19,6,-1.371991,1,-1.566999,0.745941
19,7,-1.566999,1,-1.709634,0.617506
19,8,-1.709634,1,-1.814317,0.511488
19,9,-1.814317,1,-1.893180,0.428550
19,10,-1.893180,1,-1.955140,0.366922
19,11,-1.955140,1,-2.006415,0.324192
19,12,-2.006415,1,-2.050492,0.296009
19,13,-2.050492,0,-1.888653,0.306272
19,14,-1.888653,1,-1.926293,0.250158
19,15,-1.926293,1,-1.955461,0.207751
19,16,-1.955461,1,-1.978892,0.175901
19,17,-1.978892,1,-1.998270,0.152046
19,18,-1.998270,1,-2.014827,0.134856
19,19,-2.014827,1,-2.029199,0.122564
19,20,-2.029199,1,-2.042195,0.114791
19,21,-2.042195,1,-2.054048,0.110179
19,22,-2.054048,1,-2.065062,0.108123
19,23,-2.065062,0,-2.020066,0.093237
19,24,-2.020066,1,-2.029593,0.084817
19,25,-2.029593,1,-2.038212,0.078508
19,26,-2.038212,0,-2.002674,0.088571
19,27,-2.002674,0,-1.962346,0.113541
19,28,-1.962346,1,-1.972800,0.097769
19,29,-1.972800,1,-1.981770,0.085867
19,30,-1.981770,1,-1.989648,0.076935
19,31,-1.989648,1,-1.996710,0.070227
19,32,-1.996710,1,-2.003144,0.065153
19,33,-2.003144,1,-2.009001,0.061146
19,34,-2.009001,1,-2.014463,0.058040
19,35,-2.014463,0,-1.990454,0.063557
19,36,-1.990454,0,-1.964949,0.074493
19,37,-1.964949,1,-1.971308,0.067358
19,38,-1.971308,1,-1.977066,0.062028
19,39,-1.977066,0,-1.953477,0.072961
19,40,-1.953477,1,-1.959561,0.065912
20,1,-1.000000,1,-1.356632,1.241629
20,2,-1.356632,1,-1.677173,1.147428
20,3,-1.677173,1,-1.955802,1.037306
20,4,-1.955802,1,-2.194634,0.924403
20,5,-2.194634,0,-1.371991,0.887522
20,6,-1.371991,1,-1.566999,0.745941
20,7,-1.566999,1,-1.709634,0.617506
20,8,-1.709634,1,-1.814317,0.511488
20,9,-1.814317,1,-1.893180,0.428550
20,10,-1.893180,1,-1.955140,0.366922
20,11,-1.955140,1,-2.006415,0.324192
20,12,-2.006415,0,-1.818774,0.368823
20,13,-1.818774,1,-1.866135,0.297256
20,14,-1.866135,1,-1.901490,0.243148
20,15,-1.901490,1,-1.928853,0.201817
20,16,-1.928853,1,-1.950972,0.171249
20,17,-1.950972,1,-1.969441,0.148714
20,18,-1.969441,1,-1.985418,0.132773
20,19,-1.985418,1,-1.999702,0.122148
20,20,-1.999702,1,-2.012623,0.115281
20,21,-2.012623,1,-2.024536,0.111450
20,22,-2.024536,0,-1.973501,0.103231
20,23,-1.973501,1,-1.983847,0.092169
20,24,-1.983847,0,-1.940037,0.114233
20,25,-1.940037,1,-1.950755,0.098909
20,26,-1.950755,1,-1.960051,0.087362
20,27,-1.960051,1,-1.968295,0.078706
20,28,-1.968295,0,-1.934624,0.096123
20,29,-1.934624,1,-1.943173,0.084328
20,30,-1.943173,1,-1.950713,0.075548
20,31,-1.950713,1,-1.957501,0.069003
20,32,-1.957501,1,-1.963714,0.064087
20,33,-1.963714,0,-1.936906,0.074187
20,34,-1.936906,1,-1.943354,0.067503
20,35,-1.943354,1,-1.949161,0.062348
20,36,-1.949161,1,-1.954528,0.058460
20,37,-1.954528,1,-1.959466,0.055382
20,38,-1.959466,1,-1.964121,0.052973
20,39,-1.964121,1,-1.968469,0.050978
20,40,-1.968469,1,-1.972623,0.049342
21,1,-1.000000,1,-1.356632,1.241629
21,2,-1.356632,1,-1.677173,1.147428
21,3,-1.677173,1,-1.955802,1.037306
21,4,-1.955802,1,-2.194634,0.924403
21,5,-2.194634,0,-1.371991,0.887522
21,6,-1.371991,1,-1.566999,0.745941
21,7,-1.566999,1,-1.709634,0.617506
21,8,-1.709634,1,-1.814317,0.511488
21,9,-1.814317,1,-1.893180,0.428550
21,10,-1.893180,1,-1.955140,0.366922
21,11,-1.955140,0,-1.724255,0.449958
21,12,-1.724255,1,-1.786387,0.358061
21,13,-1.786387,1,-1.830867,0.288999
21,14,-1.830867,1,-1.864088,0.236475
21,15,-1.864088,1,-1.890010,0.196960
21,16,-1.890010,1,-1.911267,0.168198
21,17,-1.911267,1,-1.929305,0.147353
21,18,-1.929305,1,-1.945181,0.132936
21,19,-1.945181,1,-1.959621,0.123655
21,20,-1.959621,1,-1.972875,0.117948
21,21,-1.972875,1,-1.985258,0.115099
21,22,-1.985258,1,-1.997326,0.115058
21,23,-1.997326,1,-2.009055,0.116892
21,24,-2.009055,1,-2.020622,0.120332
21,25,-2.020622,1,-2.032191,0.125205
21,26,-2.032191,0,-1.982482,0.076671
21,27,-1.982482,1,-1.990322,0.073408
21,28,-1.990322,0,-1.956706,0.074702
21,29,-1.956706,1,-1.964121,0.069918
21,30,-1.964121,1,-1.970906,0.066071
21,31,-1.970906,1,-1.977266,0.063040
21,32,-1.977266,1,-1.983274,0.060603
21,33,-1.983274,1,-1.988886,0.058524
21,34,-1.988886,1,-1.994249,0.056798
21,35,-1.994249,1,-1.999301,0.055279
21,36,-1.999301,0,-1.977319,0.055673
21,37,-1.977319,0,-1.955434,0.058102
21,38,-1.955434,1,-1.960604,0.055653
21,39,-1.960604,1,-1.965430,0.053577
21,40,-1.965430,0,-1.945344,0.056337
22,1,-1.000000,1,-1.356632,1.241629
22,2,-1.356632,1,-1.677173,1.147428
22,3,-1.677173,1,-1.955802,1.037306
22,4,-1.955802,1,-2.194634,0.924403
22,5,-2.194634,1,-2.397219,0.814421
22,6,-2.397219,1,-2.569425,0.713176
22,7,-2.569425,1,-2.715078,0.620612
22,8,-2.715078,1,-2.838337,0.538040
22,9,-2.838337,1,-2.941978,0.464392
22,10,-2.941978,1,-3.028709,0.399446
22,11,-3.028709,0,-2.699856,0.464315
22,12,-2.699856,0,-2.280595,0.631568
22,13,-2.280595,1,-2.391688,0.513966
22,14,-2.391688,0,-1.909271,0.729526
22,15,-1.909271,1,-2.045908,0.591860
22,16,-2.045908,0,-1.430887,0.835652
22,17,-1.430887,1,-1.608093,0.689050
22,18,-1.608093,1,-1.733847,0.557731
22,19,-1.733847,1,-1.822611,0.449308
22,20,-1.822611,1,-1.886883,0.364597
22,21,-1.886883,1,-1.935465,0.300569
22,22,-1.935465,1,-1.973827,0.252503
22,23,-1.973827,1,-2.005101,0.216016
22,24,-2.005101,1,-2.032148,0.190340
22,25,-2.032148,1,-2.055997,0.171776
22,26,-2.055997,1,-2.078218,0.159790
22,27,-2.078218,0,-1.991076,0.160577
22,28,-1.991076,1,-2.008228,0.136830
22,29,-2.008228,0,-1.940729,0.184854
22,30,-1.940729,0,-1.847798,0.279210
22,31,-1.847798,1,-1.877413,0.223724
22,32,-1.877413,1,-1.899401,0.181667
22,33,-1.899401,1,-1.916418,0.149568
22,34,-1.916418,1,-1.930131,0.125440
22,35,-1.930131,0,-1.876069,0.180360
22,36,-1.876069,1,-1.892155,0.147951
22,37,-1.892155,1,-1.904930,0.122972
22,38,-1.904930,1,-1.915415,0.104036
22,39,-1.915415,1,-1.924394,0.090248
22,40,-1.924394,1,-1.932167,0.079646
23,1,-1.000000,1,-1.356632,1.241629
23,2,-1.356632,1,-1.677173,1.147428
23,3,-1.677173,1,-1.955802,1.037306
23,4,-1.955802,1,-2.194634,0.924403
23,5,-2.194634,0,-1.371991,0.887522
23,6,-1.371991,1,-1.566999,0.745941
23,7,-1.566999,1,-1.709634,0.617506
23,8,-1.709634,1,-1.814317,0.511488
23,9,-1.814317,1,-1.893180,0.428550
23,10,-1.893180,1,-1.955140,0.366922
23,11,-1.955140,1,-2.006415,0.324192
23,12,-2.006415,1,-2.050492,0.296009
23,13,-2.050492,0,-1.888653,0.306272
23,14,-1.888653,1,-1.926293,0.250158
23,15,-1.926293,1,-1.955461,0.207751
23,16,-1.955461,1,-1.978892,0.175901
23,17,-1.978892,0,-1.887409,0.240273
23,18,-1.887409,1,-1.913114,0.195805
23,19,-1.913114,1,-1.933016,0.161488
23,20,-1.933016,1,-1.949005,0.135524
23,21,-1.949005,1,-1.962347,0.116188
23,22,-1.962347,1,-1.973734,0.101549
23,23,-1.973734,1,-1.983691,0.090626
23,24,-1.983691,1,-1.992591,0.082563
23,25,-1.992591,1,-2.000697,0.076654
23,26,-2.000697,1,-2.008198,0.072348
23,27,-2.008198,1,-2.015231,0.069239
23,28,-2.015231,1,-2.021898,0.067041
23,29,-2.021898,0,-1.993102,0.066929
23,30,-1.993102,1,-1.999290,0.063099
23,31,-1.999290,1,-2.005094,0.060143
23,32,-2.005094,1,-2.010586,0.057817
23,33,-2.010586,1,-2.015735,0.055873
23,34,-2.015735,1,-2.020670,0.054293
23,35,-2.020670,1,-2.025342,0.052927
23,36,-2.025342,1,-2.029862,0.051792
23,37,-2.029862,0,-2.010302,0.051788
23,38,-2.010302,1,-2.014612,0.050329
23,39,-2.014612,1,-2.018692,0.049038
23,40,-2.018692,1,-2.022642,0.047923
24,1,-1.000000,1,-1.356632,1.241629
24,2,-1.356632,1,-1.677173,1.147428
24,3,-1.677173,1,-1.955802,1.037306
24,4,-1.955802,1,-2.194634,0.924403
24,5,-2.194634,1,-2.397219,0.814421
24,6,-2.397219,0,-1.694514,0.824371
24,7,-1.694514,1,-1.861512,0.682553
24,8,-1.861512,1,-1.982835,0.559974
24,9,-1.982835,1,-2.072013,0.461301
24,10,-2.072013,1,-2.139810,0.385528
24,11,-2.139810,1,-2.193613,0.329445
24,12,-2.193613,0,-1.985259,0.417042
24,13,-1.985259,1,-2.040188,0.333173
24,14,-2.040188,1,-2.079812,0.268858
24,15,-2.079812,1,-2.109718,0.220459
24,16,-2.109718,1,-2.133342,0.184273
24,17,-2.133342,0,-2.038438,0.261389
24,18,-2.038438,1,-2.065140,0.210565
24,19,-2.065140,1,-2.085440,0.172462
24,20,-2.085440,0,-2.009023,0.256576
24,21,-2.009023,1,-2.033826,0.205334
24,22,-2.033826,1,-2.052251,0.166214
24,23,-2.052251,1,-2.066585,0.136868
24,24,-2.066585,1,-2.078272,0.115145
24,25,-2.078272,0,-2.032625,0.164175
24,26,-2.032625,1,-2.046099,0.134456
24,27,-2.046099,1,-2.056958,0.112487
24,28,-2.056958,1,-2.066041,0.095921
24,29,-2.066041,1,-2.073882,0.083577
24,30,-2.073882,1,-2.080747,0.074192
24,31,-2.080747,1,-2.086950,0.067339
24,32,-2.086950,1,-2.092660,0.062314
24,33,-2.092660,1,-2.097908,0.058470
24,34,-2.097908,0,-2.075772,0.065491
24,35,-2.075772,1,-2.081126,0.060399
24,36,-2.081126,1,-2.086041,0.056510
24,37,-2.086041,0,-2.065697,0.064012
24,38,-2.065697,0,-2.043334,0.079103
24,39,-2.043334,1,-2.049240,0.069581
24,40,-2.049240,0,-2.025056,0.091209
25,1,-1.000000,1,-1.356632,1.241629
25,2,-1.356632,1,-1.677173,1.147428
25,3,-1.677173,1,-1.955802,1.037306
25,4,-1.955802,0,-1.022668,0.920733
25,5,-1.022668,1,-1.243175,0.792314
25,6,-1.243175,1,-1.407345,0.664640
25,7,-1.407345,1,-1.528574,0.555600
25,8,-1.528574,1,-1.619979,0.469044
25,9,-1.619979,1,-1.691387,0.403947
25,10,-1.691387,1,-1.749478,0.357738
25,11,-1.749478,1,-1.799050,0.328187
25,12,-1.799050,1,-1.843382,0.312592
25,13,-1.843382,1,-1.884687,0.308135
25,14,-1.884687,1,-1.925276,0.313581
25,15,-1.925276,1,-1.968533,0.329618
25,16,-1.968533,1,-2.016533,0.353548
25,17,-2.016533,1,-2.073942,0.385903
25,18,-2.073942,1,-2.145233,0.423774
25,19,-2.145233,1,-2.239837,0.465382
25,20,-2.239837,0,-1.951943,0.152327
25,21,-1.951943,1,-1.971856,0.147083
25,22,-1.971856,0,-1.891119,0.128868
25,23,-1.891119,1,-1.907304,0.115367
25,24,-1.907304,1,-1.921575,0.104967
25,25,-1.921575,0,-1.863002,0.120672
25,26,-1.863002,1,-1.877049,0.106671
25,27,-1.877049,0,-1.821399,0.132071
25,28,-1.821399,1,-1.836084,0.114333
25,29,-1.836084,1,-1.848636,0.100842
25,30,-1.848636,1,-1.859502,0.090311
25,31,-1.859502,1,-1.869069,0.082115
25,32,-1.869069,1,-1.877624,0.075720
25,33,-1.877624,1,-1.885382,0.070690
25,34,-1.885382,1,-1.892502,0.066685
25,35,-1.892502,1,-1.899005,0.063343
25,36,-1.899005,1,-1.905081,0.060614
25,37,-1.905081,1,-1.910803,0.058349
25,38,-1.910803,1,-1.916141,0.056368
25,39,-1.916141,1,-1.921229,0.054683
25,40,-1.921229,1,-1.926019,0.053172
26,1,-1.000000,1,-1.356632,1.241629
26,2,-1.356632,1,-1.677173,1.147428
26,3,-1.677173,1,-1.955802,1.037306
26,4,-1.955802,1,-2.194634,0.924403
26,5,-2.194634,0,-1.371991,0.887522
26,6,-1.371991,1,-1.566999,0.745941
26,7,-1.566999,1,-1.709634,0.617506
26,8,-1.709634,1,-1.814317,0.511488
26,9,-1.814317,1,-1.893180,0.428550
26,10,-1.893180,1,-1.955140,0.366922
26,11,-1.955140,1,-2.006415,0.324192
26,12,-2.006415,1,-2.050492,0.296009
26,13,-2.050492,1,-2.089824,0.279655
26,14,-2.089824,1,-2.126690,0.273808
26,15,-2.126690,1,-2.163147,0.277209
26,16,-2.163147,1,-2.200315,0.287251
26,17,-2.200315,1,-2.240986,0.304496
26,18,-2.240986,1,-2.287745,0.327837
26,19,-2.287745,0,-2.130674,0.138212
26,20,-2.130674,0,-2.052406,0.158718
26,21,-2.052406,1,-2.071034,0.136228
26,22,-2.071034,0,-1.996189,0.180783
26,23,-1.996189,1,-2.016237,0.151697
26,24,-2.016237,0,-1.939401,0.212797
26,25,-1.939401,1,-1.962206,0.174733
26,26,-1.962206,1,-1.980161,0.145383
26,27,-1.980161,1,-1.994770,0.123115
26,28,-1.994770,1,-2.006926,0.105966
26,29,-2.006926,1,-2.017416,0.093271
26,30,-2.017416,1,-2.026611,0.083608
26,31,-2.026611,1,-2.034823,0.076266
26,32,-2.034823,0,-1.999697,0.091522
26,33,-1.999697,1,-2.008264,0.081400
26,34,-2.008264,1,-2.015866,0.073757
26,35,-2.015866,1,-2.022731,0.067963
26,36,-2.022731,0,-1.993628,0.080041
26,37,-1.993628,1,-2.000782,0.072070
26,38,-2.000782,1,-2.007213,0.066080
26,39,-2.007213,1,-2.013087,0.061534
26,40,-2.013087,1,-2.018444,0.057928
27,1,-1.000000,1,-1.356632,1.241629
27,2,-1.356632,1,-1.677173,1.147428
27,3,-1.677173,1,-1.955802,1.037306
27,4,-1.955802,0,-1.022668,0.920733
27,5,-1.022668,1,-1.243175,0.792314
27,6,-1.243175,1,-1.407345,0.664640
27,7,-1.407345,1,-1.528574,0.555600
27,8,-1.528574,1,-1.619979,0.469044
27,9,-1.619979,1,-1.691387,0.403947
27,10,-1.691387,1,-1.749478,0.357738
27,11,-1.749478,1,-1.799050,0.328187
27,12,-1.799050,1,-1.843382,0.312592
27,13,-1.843382,1,-1.884687,0.308135
27,14,-1.884687,1,-1.925276,0.313581
27,15,-1.925276,1,-1.968533,0.329618
27,16,-1.968533,0,-1.823334,0.176473
27,17,-1.823334,1,-1.845070,0.154837
27,18,-1.845070,1,-1.863869,0.139521
27,19,-1.863869,1,-1.880141,0.128332
27,20,-1.880141,1,-1.894704,0.121176
27,21,-1.894704,1,-1.907803,0.116905
27,22,-1.907803,1,-1.920034,0.115576
27,23,-1.920034,1,-1.931473,0.116329
27,24,-1.931473,1,-1.942346,0.118931
27,25,-1.942346,1,-1.952854,0.123233
27,26,-1.952854,1,-1.963184,0.129161
27,27,-1.963184,1,-1.973526,0.136706
27,28,-1.973526,0,-1.928927,0.072352
27,29,-1.928927,1,-1.936207,0.069941
27,30,-1.936207,1,-1.943062,0.068192
27,31,-1.943062,1,-1.949449,0.066875
27,32,-1.949449,1,-1.955546,0.066111
27,33,-1.955546,1,-1.961406,0.065890
27,34,-1.961406,0,-1.936016,0.058908
27,35,-1.936016,1,-1.941489,0.057023
27,36,-1.941489,1,-1.946616,0.055347
27,37,-1.946616,1,-1.951521,0.053913
27,38,-1.951521,1,-1.956152,0.052624
27,39,-1.956152,0,-1.936549,0.052914
27,40,-1.936549,1,-1.941109,0.051418
28,1,-1.000000,1,-1.356632,1.241629
28,2,-1.356632,1,-1.677173,1.147428
28,3,-1.677173,1,-1.955802,1.037306
28,4,-1.955802,1,-2.194634,0.924403
28,5,-2.194634,0,-1.371991,0.887522
28,6,-1.371991,1,-1.566999,0.745941
28,7,-1.566999,1,-1.709634,0.617506
28,8,-1.709634,1,-1.814317,0.511488
28,9,-1.814317,1,-1.893180,0.428550
28,10,-1.893180,1,-1.955140,0.366922
28,11,-1.955140,1,-2.006415,0.324192
28,12,-2.006415,1,-2.050492,0.296009
28,13,-2.050492,1,-2.089824,0.279655
28,14,-2.089824,0,-1.946858,0.255040
28,15,-1.946858,1,-1.977570,0.211846
28,16,-1.977570,1,-2.002156,0.179025
28,17,-2.002156,1,-2.022338,0.154164
28,18,-2.022338,0,-1.941095,0.202161
28,19,-1.941095,1,-1.962564,0.166964
28,20,-1.962564,1,-1.979740,0.140057
28,21,-1.979740,1,-1.993964,0.119822
28,22,-1.993964,1,-2.005994,0.104372
28,23,-2.005994,1,-2.016556,0.093080
28,24,-2.016556,1,-2.025952,0.084608
28,25,-2.025952,1,-2.034461,0.078299
28,26,-2.034461,1,-2.042156,0.073441
28,27,-2.042156,1,-2.049307,0.069877
28,28,-2.049307,0,-2.018974,0.073194
28,29,-2.018974,1,-2.025916,0.067978
28,30,-2.025916,1,-2.032328,0.063984
28,31,-2.032328,1,-2.038223,0.060772
28,32,-2.038223,1,-2.043774,0.058243
28,33,-2.043774,0,-2.019395,0.061699
28,34,-2.019395,1,-2.024901,0.058408
28,35,-2.024901,1,-2.029983,0.055731
28,36,-2.029983,1,-2.034790,0.053583
28,37,-2.034790,1,-2.039287,0.051760
28,38,-2.039287,1,-2.043594,0.050237
28,39,-2.043594,1,-2.047663,0.048895
28,40,-2.047663,1,-2.051596,0.047739
29,1,-1.000000,1,-1.356632,1.241629
29,2,-1.356632,1,-1.677173,1.147428
29,3,-1.677173,1,-1.955802,1.037306
29,4,-1.955802,1,-2.194634,0.924403
29,5,-2.194634,1,-2.397219,0.814421
29,6,-2.397219,0,-1.694514,0.824371
29,7,-1.694514,1,-1.861512,0.682553
29,8,-1.861512,1,-1.982835,0.559974
29,9,-1.982835,1,-2.072013,0.461301
29,10,-2.072013,1,-2.139810,0.385528
29,11,-2.139810,1,-2.193613,0.329445
29,12,-2.193613,0,-1.985259,0.417042
29,13,-1.985259,0,-1.646619,0.654637
29,14,-1.646619,1,-1.759970,0.518453
29,15,-1.759970,1,-1.835484,0.408369
29,16,-1.835484,1,-1.887215,0.324681
29,17,-1.887215,1,-1.924372,0.261368
29,18,-1.924372,1,-1.952310,0.212971
29,19,-1.952310,1,-1.974420,0.176884
29,20,-1.974420,1,-1.992618,0.149813
29,21,-1.992618,0,-1.918483,0.205474
29,22,-1.918483,1,-1.937779,0.168077
29,23,-1.937779,1,-1.953207,0.139917
29,24,-1.953207,0,-1.890898,0.205089
29,25,-1.890898,1,-1.908974,0.166190
29,26,-1.908974,1,-1.923125,0.137031
29,27,-1.923125,1,-1.934638,0.114846
29,28,-1.934638,1,-1.944332,0.098219
29,29,-1.944332,1,-1.952746,0.085907
29,30,-1.952746,1,-1.960242,0.076855
29,31,-1.960242,1,-1.967060,0.070209
29,32,-1.967060,0,-1.939006,0.083233
29,33,-1.939006,1,-1.945955,0.074184
29,34,-1.945955,0,-1.918041,0.093414
29,35,-1.918041,1,-1.925406,0.081215
29,36,-1.925406,1,-1.931940,0.072222
29,37,-1.931940,1,-1.937787,0.065408
29,38,-1.937787,1,-1.943165,0.060408
29,39,-1.943165,1,-1.948102,0.056577
29,40,-1.948102,1,-1.952750,0.053690
30,1,-1.000000,1,-1.356632,1.241629
30,2,-1.356632,1,-1.677173,1.147428
30,3,-1.677173,1,-1.955802,1.037306
30,4,-1.955802,1,-2.194634,0.924403
30,5,-2.194634,1,-2.397219,0.814421
30,6,-2.397219,0,-1.694514,0.824371
30,7,-1.694514,1,-1.861512,0.682553
30,8,-1.861512,1,-1.982835,0.559974
30,9,-1.982835,1,-2.072013,0.461301
30,10,-2.072013,1,-2.139810,0.385528
30,11,-2.139810,1,-2.193613,0.329445
30,12,-2.193613,1,-2.237904,0.288866
30,13,-2.237904,0,-2.072337,0.336246
30,14,-2.072337,1,-2.113429,0.271361
30,15,-2.113429,0,-1.945617,0.415006
30,16,-1.945617,1,-1.998604,0.327884
30,17,-1.998604,1,-2.035643,0.261459
30,18,-2.035643,1,-2.062774,0.211624
30,19,-2.062774,1,-2.083523,0.173306
30,20,-2.083523,0,-2.000325,0.260373
30,21,-2.000325,1,-2.025735,0.208298
30,22,-2.025735,1,-2.044705,0.169462
30,23,-2.044705,1,-2.059485,0.139415
30,24,-2.059485,1,-2.071536,0.117199
30,25,-2.071536,1,-2.081691,0.100487
30,26,-2.081691,1,-2.090513,0.088089
30,27,-2.090513,1,-2.098381,0.078980
30,28,-2.098381,1,-2.105551,0.072317
30,29,-2.105551,0,-2.076385,0.084737
30,30,-2.076385,0,-2.044249,0.111759
30,31,-2.044249,1,-2.053009,0.094713
30,32,-2.053009,1,-2.060514,0.082091
30,33,-2.060514,1,-2.067132,0.072820
30,34,-2.067132,0,-2.040382,0.093002
30,35,-2.040382,0,-2.007066,0.132256
30,36,-2.007066,0,-1.960961,0.201459
30,37,-1.960961,1,-1.976979,0.161402
30,38,-1.976979,1,-1.989044,0.131485
30,39,-1.989044,1,-1.998580,0.108733
30,40,-1.998580,1,-2.006417,0.091649
31,1,-1.000000,1,-1.356632,1.241629
31,2,-1.356632,1,-1.677173,1.147428
31,3,-1.677173,1,-1.955802,1.037306
31,4,-1.955802,1,-2.194634,0.924403
31,5,-2.194634,0,-1.371991,0.887522
31,6,-1.371991,1,-1.566999,0.745941
31,7,-1.566999,1,-1.709634,0.617506
31,8,-1.709634,1,-1.814317,0.511488
31,9,-1.814317,1,-1.893180,0.428550
31,10,-1.893180,1,-1.955140,0.366922
31,11,-1.955140,1,-2.006415,0.324192
