repetition, trial, tTest, response, mean_mean, mean_sd
46,19,-1.959925,1,-1.978901,0.163953
46,20,-1.978901,0,-1.905037,0.241773
46,21,-1.905037,1,-1.927570,0.194668
46,22,-1.927570,1,-1.944711,0.158880
46,23,-1.944711,1,-1.958275,0.131393
46,24,-1.958275,1,-1.969526,0.111193
46,25,-1.969526,1,-1.979145,0.096051
46,26,-1.979145,0,-1.940304,0.129259
46,27,-1.940304,0,-1.890520,0.193142
46,28,-1.890520,1,-1.906136,0.155926
46,29,-1.906136,1,-1.918256,0.128216
46,30,-1.918256,1,-1.928092,0.107203
46,31,-1.928092,1,-1.936372,0.091476
46,32,-1.936372,1,-1.943569,0.079831
46,33,-1.943569,1,-1.949912,0.071020
46,34,-1.949912,1,-1.955677,0.064606
46,35,-1.955677,1,-1.961007,0.059906
46,36,-1.961007,1,-1.965926,0.056307
46,37,-1.965926,1,-1.970576,0.053596
46,38,-1.970576,1,-1.974935,0.051432
46,39,-1.974935,1,-1.979038,0.049665
46,40,-1.979038,1,-1.982991,0.048233
47,1,-1.000000,1,-1.356632,1.241629
47,2,-1.356632,1,-1.677173,1.147428
47,3,-1.677173,1,-1.955802,1.037306
47,4,-1.955802,1,-2.194634,0.924403
47,5,-2.194634,1,-2.397219,0.814421
47,6,-2.397219,0,-1.694514,0.824371
47,7,-1.694514,1,-1.861512,0.682553
47,8,-1.861512,1,-1.982835,0.559974
47,9,-1.982835,1,-2.072013,0.461301
47,10,-2.072013,0,-1.709744,0.632352
47,11,-1.709744,1,-1.815762,0.501710
47,12,-1.815762,1,-1.887578,0.398597
47,13,-1.887578,1,-1.937986,0.320099
47,14,-1.937986,1,-1.975273,0.261284
47,15,-1.975273,1,-2.004457,0.217861
47,16,-2.004457,1,-2.028138,0.185102
47,17,-2.028138,0,-1.935497,0.245386
47,18,-1.935497,1,-1.959925,0.199191
47,19,-1.959925,1,-1.978901,0.163953
47,20,-1.978901,1,-1.994301,0.137563
47,21,-1.994301,1,-2.007174,0.117556
47,22,-2.007174,1,-2.018420,0.103109
47,23,-2.018420,1,-2.028417,0.092465
47,24,-2.028417,1,-2.037491,0.084744
47,25,-2.037491,1,-2.045874,0.079228
47,26,-2.045874,0,-2.011528,0.086251
47,27,-2.011528,1,-2.019410,0.077739
47,28,-2.019410,1,-2.026597,0.071441
47,29,-2.026597,1,-2.033250,0.066748
47,30,-2.033250,1,-2.039376,0.063080
47,31,-2.039376,1,-2.045159,0.060276
47,32,-2.045159,1,-2.050663,0.058091
47,33,-2.050663,1,-2.055845,0.056275
47,34,-2.055845,1,-2.060832,0.054814
47,35,-2.060832,1,-2.065569,0.053558
47,36,-2.065569,1,-2.070168,0.052534
47,37,-2.070168,1,-2.074569,0.051640
47,38,-2.074569,1,-2.078783,0.050859
47,39,-2.078783,1,-2.082921,0.050246
47,40,-2.082921,1,-2.086909,0.049727
48,1,-1.000000,1,-1.356632,1.241629
48,2,-1.356632,1,-1.677173,1.147428
48,3,-1.677173,1,-1.955802,1.037306
48,4,-1.955802,1,-2.194634,0.924403
48,5,-2.194634,1,-2.397219,0.814421
48,6,-2.397219,1,-2.569425,0.713176
48,7,-2.569425,1,-2.715078,0.620612
48,8,-2.715078,0,-2.195372,0.674091
48,9,-2.195372,1,-2.317303,0.552613
48,10,-2.317303,1,-2.406757,0.451863
48,11,-2.406757,1,-2.473655,0.372585
48,12,-2.473655,0,-2.203435,0.521968
48,13,-2.203435,0,-1.657337,0.800632
48,14,-1.657337,1,-1.818756,0.655487
48,15,-1.818756,1,-1.933393,0.528628
48,16,-1.933393,1,-2.014837,0.424942
48,17,-2.014837,1,-2.074019,0.343523
48,18,-2.074019,0,-1.827813,0.512283
48,19,-1.827813,1,-1.902111,0.404113
48,20,-1.902111,1,-1.953023,0.320671
48,21,-1.953023,0,-1.740219,0.512419
48,22,-1.740219,1,-1.813132,0.399653
48,23,-1.813132,1,-1.861107,0.313511
48,24,-1.861107,1,-1.894223,0.249339
48,25,-1.894223,1,-1.918410,0.201011
48,26,-1.918410,1,-1.937164,0.165386
48,27,-1.937164,1,-1.952450,0.138828
48,28,-1.952450,0,-1.890632,0.198618
48,29,-1.890632,1,-1.907706,0.161271
48,30,-1.907706,1,-1.921201,0.133435
48,31,-1.921201,1,-1.932305,0.112361
48,32,-1.932305,1,-1.941769,0.096654
48,33,-1.941769,1,-1.950085,0.085097
48,34,-1.950085,1,-1.957581,0.076665
48,35,-1.957581,0,-1.926736,0.093575
48,36,-1.926736,1,-1.934355,0.081934
48,37,-1.934355,1,-1.941093,0.073136
48,38,-1.941093,1,-1.947242,0.066740
48,39,-1.947242,1,-1.952946,0.062061
48,40,-1.952946,1,-1.958219,0.058477
49,1,-1.000000,1,-1.356632,1.241629
49,2,-1.356632,1,-1.677173,1.147428
49,3,-1.677173,1,-1.955802,1.037306
49,4,-1.955802,1,-2.194634,0.924403
49,5,-2.194634,1,-2.397219,0.814421
49,6,-2.397219,1,-2.569425,0.713176
49,7,-2.569425,1,-2.715078,0.620612
49,8,-2.715078,1,-2.838337,0.538040
49,9,-2.838337,0,-2.388426,0.600768
49,10,-2.388426,1,-2.492667,0.491807
49,11,-2.492667,0,-2.049850,0.687694
49,12,-2.049850,0,-1.277250,0.890849
49,13,-1.277250,1,-1.478139,0.749616
49,14,-1.478139,1,-1.624759,0.617806
49,15,-1.624759,1,-1.731378,0.506376
49,16,-1.731378,1,-1.811091,0.417986
49,17,-1.811091,1,-1.872801,0.349593
49,18,-1.872801,1,-1.922337,0.297539
49,19,-1.922337,1,-1.963704,0.259004
49,20,-1.963704,1,-1.999486,0.231175
49,21,-1.999486,1,-2.031894,0.212462
49,22,-2.031894,1,-2.062069,0.200363
49,23,-2.062069,0,-1.946084,0.184184
49,24,-1.946084,1,-1.967880,0.157134
49,25,-1.967880,1,-1.986140,0.136430
49,26,-1.986140,1,-2.001846,0.120932
49,27,-2.001846,1,-2.015515,0.109188
49,28,-2.015515,1,-2.027833,0.100882
49,29,-2.027833,1,-2.039018,0.094947
49,30,-2.039018,1,-2.049343,0.090926
49,31,-2.049343,1,-2.059032,0.088461
49,32,-2.059032,0,-2.018481,0.081918
49,33,-2.018481,1,-2.026988,0.075946
49,34,-2.026988,1,-2.034764,0.071313
49,35,-2.034764,1,-2.041837,0.067557
49,36,-2.041837,1,-2.048435,0.064608
49,37,-2.048435,1,-2.054648,0.062279
49,38,-2.054648,1,-2.060437,0.060338
49,39,-2.060437,0,-2.035250,0.060798
49,40,-2.035250,1,-2.040916,0.058263
